Player,Span_bat,Start_Year_bat,End_Year_bat,Career_Length_bat,Mat_bat,Inns_bat,NO,Runs_bat,HS,HS_Numeric,HS_NotOut,Ave_bat,BF,SR_bat,100,50,0,Runs_Per_Match,Century_Rate,Fifty_Rate,Consistency_Score,Span_bowl,Start_Year_bowl,End_Year_bowl,Career_Length_bowl,Mat_bowl,Inns_bowl,Balls,Runs_bowl,Wkts,BBI,Ave_bowl,Econ,SR_bowl,4,5,Wickets_Per_Match,Economy_Score,Bowling_Impact_Score,Five_Wicket_Rate,Span,Start_Year,End_Year,Career_Length,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Catches_Per_Match,Dismissals_Per_Match,Stumping_Rate,has_batting,has_bowling,player_role_hint
MKGCP Lakshitha (SL),2002-2003,2002.0,2003.0,2.0,7.0,2.0,1.0,7.0,4,4.0,0.0,7,12.0,58.33,0.0,0.0,0.0,1,0,0,27.532,2002-2003,2002,2003,1,7,7,300,254,8.0,Feb-34,31.75,5.08,37.5,0,0,1.14,0.20,0.86,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
ML Cummins (WI),2014-2017,2014.0,2017.0,4.0,11.0,3.0,1.0,10.0,5,5.0,0.0,5,27.0,37.03,0.0,0.0,0.0,0.91,0,0,17.812,2014-2017,2014,2017,3,11,9,450,474,9.0,Mar-82,52.66,6.32,50,0,0,0.82,0.16,0.62,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
ML Hayden (AUS/ICC),1993-2008,1993.0,2008.0,16.0,161.0,155.0,15.0,6133.0,181*,181.0,1.0,43.8,7767.0,78.96,10.0,36.0,9.0,38.09,6.21,22.36,57.864,1993-2008,1993,2008,15,161,1,6,18,0.0,-,-,18,-,0,0,0.00,0.06,0.02,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
ML Lewis (AUS),2005-2006,2005.0,2006.0,2.0,7.0,1.0,1.0,4.0,4*,4.0,1.0,-,4.0,100,0.0,0.0,0.0,0.57,0,0,#VALUE!,2005-2006,2005,2006,1,7,7,341,391,7.0,Mar-56,55.85,6.87,48.7,0,0,1.00,0.15,0.74,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
ML Nkala (ZIM),1998-2006,1998.0,2006.0,9.0,50.0,35.0,5.0,324.0,47,47.0,0.0,10.8,526.0,61.59,0.0,0.0,5.0,6.48,0,0,31.116,1998-2006,1998,2006,8,50,46,1582,1570,22.0,03-Dec,71.36,5.95,71.9,0,0,0.44,0.17,0.36,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
ML Patel (KENYA),2004-2006,2004.0,2006.0,3.0,3.0,3.0,0.0,40.0,25,25.0,0.0,13.33,95.0,42.1,0.0,0.0,1.0,13.33,0,0,24.838,2004-2006,2004,2006,2,3,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
ML Su'a (NZ),1992-1995,1992.0,1995.0,4.0,12.0,7.0,2.0,24.0,12*,12.0,1.0,4.8,56.0,42.85,0.0,0.0,0.0,2,0,0,20.02,1992-1995,1992,1995,3,12,12,463,367,9.0,Apr-59,40.77,4.75,51.4,1,0,0.75,0.21,0.59,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
ML Udawatte (SL),2008-2008,2008.0,2008.0,1.0,9.0,9.0,0.0,257.0,73,73.0,0.0,28.55,383.0,67.1,0.0,2.0,1.0,28.56,0,22.22,43.97,2008-2008,2008,2008,0,9,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MLC Foster (WI),1973-1973,1973.0,1973.0,1.0,2.0,1.0,0.0,25.0,25,25.0,0.0,25,62.0,40.32,0.0,0.0,0.0,12.5,0,0,31.128,1973-1973,1973,1973,0,2,1,30,22,2.0,Feb-22,11,4.4,15,0,0,1.00,0.23,0.77,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MM Ali (ENG),2014-2019,2014.0,2019.0,6.0,101.0,82.0,13.0,1766.0,128,128.0,0.0,25.59,1697.0,104.06,3.0,5.0,5.0,17.49,2.97,4.95,56.978,2014-2019,2014,2019,5,101,95,4654,4089,84.0,Apr-46,48.67,5.27,55.4,1,0,0.83,0.19,0.64,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MM Iqbal (SCOT),2009-2014,2009.0,2014.0,6.0,13.0,12.0,4.0,192.0,63,63.0,0.0,24,360.0,53.33,0.0,1.0,2.0,14.77,0,7.69,35.732,2009-2014,2009,2014,5,13,8,270,270,4.0,Feb-35,67.5,6,67.5,0,0,0.31,0.17,0.27,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MM Patel (INDIA),2006-2011,2006.0,2011.0,6.0,70.0,27.0,16.0,74.0,15,15.0,0.0,6.72,112.0,66.07,0.0,0.0,4.0,1.06,0,0,30.46,2006-2011,2006,2011,5,70,67,3154,2603,86.0,Apr-29,30.26,4.95,36.6,3,0,1.23,0.20,0.92,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MM Sharma (INDIA),2013-2015,2013.0,2015.0,3.0,26.0,9.0,5.0,31.0,11,11.0,0.0,7.75,66.0,46.96,0.0,0.0,1.0,1.19,0,0,23.434,2013-2015,2013,2015,2,26,25,1121,1020,31.0,Apr-22,32.9,5.45,36.1,1,0,1.19,0.18,0.89,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MMA Jonkman (NL),2007-2010,2007.0,2010.0,4.0,4.0,2.0,0.0,20.0,13,13.0,0.0,10,51.0,39.21,0.0,0.0,0.0,5,0,0,21.684,2007-2010,2007,2010,3,4,4,136,113,6.0,Mar-22,18.83,4.98,22.6,0,0,1.50,0.20,1.11,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MMC Schewe (NL),1996-1996,1996.0,1996.0,1.0,5.0,4.0,1.0,49.0,20,20.0,0.0,16.33,68.0,72.05,0.0,0.0,0.0,9.8,0,0,38.618,1996-1996,1996,1996,0,5,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MN Hart (NZ),1994-2002,1994.0,2002.0,9.0,13.0,8.0,0.0,61.0,16,16.0,0.0,7.62,101.0,60.39,0.0,0.0,1.0,4.69,0,0,28.728,1994-2002,1994,2002,8,13,12,572,373,13.0,May-22,28.69,3.91,44,0,1,1.00,0.26,0.78,0.077,,,,,,,,,,,,,,,,,True,True,All-rounder
MN Nawaz (SL),1998-2002,1998.0,2002.0,5.0,3.0,3.0,1.0,31.0,15*,15.0,1.0,15.5,71.0,43.66,0.0,0.0,0.0,10.33,0,0,26.764,1998-2002,1998,2002,4,3,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MN Samuels (WI),2000-2018,2000.0,2018.0,19.0,207.0,196.0,26.0,5606.0,133*,133.0,1.0,32.97,7463.0,75.11,10.0,30.0,11.0,27.08,4.83,14.49,49.826,2000-2018,2000,2018,18,207,134,5091,4127,89.0,03-Dec,46.37,4.86,57.2,0,0,0.43,0.21,0.36,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MN Waller (ZIM),2009-2018,2009.0,2018.0,10.0,79.0,72.0,6.0,1259.0,99*,99.0,1.0,19.07,1639.0,76.81,0.0,5.0,10.0,15.94,0,6.33,42.166,2009-2018,2009,2018,9,79,30,666,566,10.0,Feb-44,56.6,5.09,66.6,0,0,0.13,0.20,0.15,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MN van Wyk (SA),2003-2015,2003.0,2015.0,13.0,17.0,17.0,1.0,425.0,82,82.0,0.0,26.56,617.0,68.88,0.0,4.0,2.0,25,0,23.53,43.488,2003-2015,2003,2015,12,17,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MO Jones (BMUDA),2006-2007,2006.0,2007.0,2.0,12.0,12.0,2.0,113.0,27,27.0,0.0,11.3,149.0,75.83,0.0,0.0,1.0,9.42,0,0,37.112,2006-2007,2006,2007,1,12,12,458,482,8.0,Feb-25,60.25,6.31,57.2,0,0,0.67,0.16,0.51,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MO Odumbe (KENYA),1996-2003,1996.0,2003.0,8.0,61.0,59.0,5.0,1409.0,83,83.0,0.0,26.09,2014.0,69.96,0.0,11.0,6.0,23.1,0,18.03,43.638,1996-2003,1996,2003,7,61,52,2237,1807,39.0,Apr-38,46.33,4.84,57.3,1,0,0.64,0.21,0.51,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MP Bicknell (ENG),1990-1991,1990.0,1991.0,2.0,7.0,6.0,2.0,96.0,31*,31.0,1.0,24,104.0,92.3,0.0,0.0,0.0,13.71,0,0,51.32,1990-1991,1990,1991,1,7,7,413,347,13.0,Mar-55,26.69,5.04,31.7,0,0,1.86,0.20,1.36,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MP Jarvis (ZIM),1987-1995,1987.0,1995.0,9.0,12.0,5.0,3.0,37.0,17,17.0,0.0,18.5,67.0,55.22,0.0,0.0,0.0,3.08,0,0,33.188,1987-1995,1987,1995,8,12,12,601,451,9.0,Feb-37,50.11,4.5,66.7,0,0,0.75,0.22,0.59,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MP Maynard (ENG),1994-2000,1994.0,2000.0,7.0,14.0,12.0,1.0,156.0,41,41.0,0.0,14.18,225.0,69.33,0.0,0.0,1.0,11.14,0,0,36.24,1994-2000,1994,2000,6,14,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MP O'Dowd (NL),2019-2019,2019.0,2019.0,1.0,2.0,2.0,1.0,145.0,86*,86.0,1.0,145,200.0,72.5,0.0,2.0,0.0,72.5,0,100,116,2019-2019,2019,2019,0,2,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MP Stead (CAN),1979-1979,1979.0,1979.0,1.0,2.0,2.0,0.0,10.0,10,10.0,0.0,5,45.0,22.22,0.0,0.0,1.0,5,0,0,11.888,1979-1979,1979,1979,0,2,2,29,24,0.0,-,-,4.96,-,0,0,0.00,0.20,0.06,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MP Stoinis (AUS),2015-2019,2015.0,2019.0,5.0,41.0,38.0,7.0,1050.0,146*,146.0,1.0,33.87,1143.0,91.86,1.0,6.0,3.0,25.61,2.44,14.63,57.066,2015-2019,2015,2019,4,41,39,1414,1446,33.0,Mar-16,43.81,6.13,42.8,0,0,0.80,0.16,0.61,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MP Vaughan (ENG),2001-2007,2001.0,2007.0,7.0,86.0,83.0,10.0,1982.0,90*,90.0,1.0,27.15,2898.0,68.39,0.0,16.0,9.0,23.05,0,18.6,43.646,2001-2007,2001,2007,6,86,28,796,649,16.0,Apr-22,40.56,4.89,49.7,1,0,0.19,0.20,0.19,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MQ Sheikh (SCOT),2008-2010,2008.0,2010.0,3.0,7.0,7.0,1.0,63.0,23,23.0,0.0,10.5,140.0,45,0.0,0.0,0.0,9,0,0,24.3,2008-2010,2008,2010,2,7,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MR Adair (IRE),2019-2019,2019.0,2019.0,1.0,9.0,8.0,2.0,117.0,32,32.0,0.0,19.5,101.0,115.84,0.0,0.0,0.0,13,0,0,58.036,2019-2019,2019,2019,0,9,9,484,509,15.0,Apr-19,33.93,6.3,32.2,2,0,1.67,0.16,1.21,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MR Benson (ENG),1986-1986,1986.0,1986.0,1.0,1.0,1.0,0.0,24.0,24,24.0,0.0,24,58.0,41.37,0.0,0.0,0.0,24,0,0,30.948,1986-1986,1986,1986,0,1,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MR Gillespie (NZ),2006-2009,2006.0,2009.0,4.0,32.0,14.0,8.0,93.0,28,28.0,0.0,15.5,118.0,78.81,0.0,0.0,1.0,2.91,0,0,40.824,2006-2009,2006,2009,3,32,31,1521,1369,37.0,Apr-58,37,5.4,41.1,1,0,1.16,0.19,0.86,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MR Johnson (USA),2004-2004,2004.0,2004.0,1.0,2.0,2.0,0.0,20.0,20,20.0,0.0,10,19.0,105.26,0.0,0.0,1.0,10,0,0,48.104,2004-2004,2004,2004,0,2,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MR Marsh (AUS),2011-2018,2011.0,2018.0,8.0,53.0,49.0,9.0,1428.0,102*,102.0,1.0,35.7,1534.0,93.08,1.0,11.0,4.0,26.94,1.89,20.75,58.652,2011-2018,2011,2018,7,53,50,1700,1564,44.0,May-33,35.54,5.52,38.6,1,1,0.83,0.18,0.64,0.019,,,,,,,,,,,,,,,,,True,True,All-rounder
MR Pydanna (WI),1980-1983,1980.0,1983.0,4.0,3.0,1.0,1.0,2.0,2*,2.0,1.0,-,3.0,66.66,0.0,0.0,0.0,0.67,0,0,#VALUE!,1980-1983,1980,1983,3,3,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MR Ramprakash (ENG),1991-2001,1991.0,2001.0,11.0,18.0,18.0,4.0,376.0,51,51.0,0.0,26.85,544.0,69.11,0.0,1.0,0.0,20.89,0,5.56,43.754,1991-2001,1991,2001,10,18,5,132,108,4.0,Mar-28,27,4.9,33,0,0,0.22,0.20,0.22,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MR Swart (NL),2011-2014,2011.0,2014.0,4.0,12.0,11.0,1.0,197.0,52,52.0,0.0,19.7,272.0,72.42,0.0,1.0,1.0,16.42,0,8.33,40.788,2011-2014,2011,2014,3,12,11,366,306,3.0,Jan-21,102,5.01,122,0,0,0.25,0.20,0.23,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MR Whitney (AUS),1983-1993,1983.0,1993.0,11.0,38.0,13.0,7.0,40.0,9*,9.0,1.0,6.66,90.0,44.44,0.0,0.0,1.0,1.05,0,0,21.772,1983-1993,1983,1993,10,38,38,2106,1249,46.0,Apr-34,27.15,3.55,45.7,2,0,1.21,0.28,0.93,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MRCN Bandaratilleke (SL),1998-1998,1998.0,1998.0,1.0,3.0,1.0,0.0,0.0,0,0.0,0.0,0,2.0,0,0.0,0.0,1.0,0,0,0,0,1998-1998,1998,1998,0,3,3,144,111,2.0,Feb-34,55.5,4.62,72,0,0,0.67,0.22,0.53,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MRJ Veletta (AUS),1987-1989,1987.0,1989.0,3.0,20.0,19.0,4.0,484.0,68*,68.0,1.0,32.26,642.0,75.38,0.0,2.0,2.0,24.2,0,10,49.508,1987-1989,1987,1989,2,20,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MRJ Watt (SCOT),2016-2019,2016.0,2019.0,4.0,27.0,17.0,7.0,147.0,31*,31.0,1.0,14.7,202.0,72.77,0.0,0.0,0.0,5.44,0,0,37.928,2016-2019,2016,2019,3,27,27,1443,1033,35.0,Apr-42,29.51,4.29,41.2,1,0,1.30,0.23,0.98,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MS Atapattu (SL),1990-2007,1990.0,2007.0,18.0,268.0,259.0,32.0,8529.0,132*,132.0,1.0,37.57,12594.0,67.72,11.0,59.0,13.0,31.82,4.1,22.01,49.63,1990-2007,1990,2007,17,268,2,51,41,0.0,-,-,4.82,-,0,0,0.00,0.21,0.06,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MS Chapman (HKG/NZ),2015-2018,2015.0,2018.0,4.0,5.0,5.0,1.0,160.0,124*,124.0,1.0,40,174.0,91.95,1.0,0.0,1.0,32,20,0,60.78,2015-2018,2015,2018,3,5,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MS Dhoni (Asia/INDIA),2004-2019,2004.0,2019.0,16.0,350.0,297.0,84.0,10773.0,183*,183.0,1.0,50.57,12303.0,87.56,10.0,73.0,10.0,30.78,2.86,20.86,65.366,2004-2019,2004,2019,15,350,2,36,31,1.0,Jan-14,31,5.16,36,0,0,0.00,0.19,0.06,0.000,2004-2019,2004.0,2019.0,15.0,350.0,345.0,444.0,321.0,123.0,321.0,0.0,6 (5ct 1st),1.286,0.92,1.27,0.35,True,True,All-rounder
MS Gony (INDIA),,,,,,,,,,,,,,,,,,,,,,2008-2008,2008,2008,0,2,2,78,76,2.0,Feb-65,38,5.84,39,0,0,1.00,0.17,0.75,0.000,,,,,,,,,,,,,,,,,False,True,Bowler
MS Kasprowicz (AUS),1995-2005,1995.0,2005.0,11.0,43.0,13.0,9.0,74.0,28*,28.0,1.0,18.5,89.0,83.14,0.0,0.0,2.0,1.72,0,0,44.356,1995-2005,1995,2005,10,43,42,2225,1674,67.0,May-45,24.98,4.51,33.2,1,2,1.56,0.22,1.16,0.047,,,,,,,,,,,,,,,,,True,True,All-rounder
MS Panesar (ENG),2007-2007,2007.0,2007.0,1.0,26.0,8.0,3.0,26.0,13,13.0,0.0,5.2,91.0,28.57,0.0,0.0,0.0,1,0,0,14.548,2007-2007,2007,2007,0,26,26,1308,980,24.0,Mar-25,40.83,4.49,54.5,0,0,0.92,0.22,0.71,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MS Sinclair (NZ),2000-2009,2000.0,2009.0,10.0,54.0,50.0,4.0,1304.0,118*,118.0,1.0,28.34,2086.0,62.51,2.0,8.0,8.0,24.15,3.7,14.81,42.008,2000-2009,2000,2009,9,54,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MS Tshabalala (SA),2007-2007,2007.0,2007.0,1.0,4.0,1.0,1.0,2.0,2*,2.0,1.0,-,3.0,66.66,0.0,0.0,0.0,0.5,0,0,#VALUE!,2007-2007,2007,2007,0,4,4,150,151,3.0,Jan-30,50.33,6.04,50,0,0,0.75,0.17,0.57,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MS Wade (AUS),2012-2017,2012.0,2017.0,6.0,94.0,80.0,11.0,1777.0,100*,100.0,1.0,25.75,2164.0,82.11,1.0,10.0,5.0,18.9,1.06,10.64,48.294,2012-2017,2012,2017,5,94,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2012-2017,2012.0,2017.0,5.0,94.0,94.0,117.0,108.0,9.0,108.0,0.0,5 (5ct 0st),1.244,1.15,1.24,0.1,True,True,All-rounder
MSK Prasad (INDIA),1998-1999,1998.0,1999.0,2.0,17.0,11.0,2.0,131.0,63,63.0,0.0,14.55,225.0,58.22,0.0,1.0,2.0,7.71,0,5.88,32.018,1998-1999,1998,1999,1,17,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MT Chinouya (ZIM),2013-2013,2013.0,2013.0,1.0,2.0,2.0,1.0,6.0,6*,6.0,1.0,6,8.0,75,0.0,0.0,1.0,3,0,0,33.6,2013-2013,2013,2013,0,2,2,66,50,1.0,Jan-36,50,4.54,66,0,0,0.50,0.22,0.42,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MTG Elliott (AUS),1997-1997,1997.0,1997.0,1.0,1.0,1.0,0.0,1.0,1,1.0,0.0,1,6.0,16.66,0.0,0.0,0.0,1,0,0,7.264,1997-1997,1997,1997,0,1,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MV Boucher (Afr/SA),1998-2011,1998.0,2011.0,14.0,295.0,221.0,57.0,4686.0,147*,147.0,1.0,28.57,5528.0,84.76,1.0,26.0,16.0,15.88,0.34,8.81,51.046,1998-2011,1998,2011,13,295,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1998-2011,1998.0,2011.0,13.0,295.0,291.0,425.0,403.0,22.0,402.0,1.0,6 (6ct 0st),1.46,1.37,1.44,0.07,True,True,All-rounder
MV Fleming (ENG),1997-1998,1997.0,1998.0,2.0,11.0,10.0,1.0,139.0,33,33.0,0.0,15.44,137.0,101.45,0.0,0.0,1.0,12.64,0,0,49.844,1997-1998,1997,1998,1,11,11,523,434,17.0,Apr-45,25.52,4.97,30.7,1,0,1.55,0.20,1.14,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MV Nagamootoo (WI),2000-2002,2000.0,2002.0,3.0,24.0,18.0,6.0,162.0,33,33.0,0.0,13.5,270.0,60,0.0,0.0,1.0,6.75,0,0,32.1,2000-2002,2000,2002,2,24,24,1189,998,18.0,Apr-32,55.44,5.03,66,1,0,0.75,0.20,0.58,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MVT Fernando (SL),2017-2019,2017.0,2019.0,3.0,8.0,8.0,6.0,30.0,7*,7.0,1.0,15,61.0,49.18,0.0,0.0,1.0,3.75,0,0,28.672,2017-2019,2017,2019,2,8,8,297,337,5.0,Jan-35,67.4,6.8,59.4,0,0,0.63,0.15,0.48,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MW Alleyne (ENG),1999-2000,1999.0,2000.0,2.0,10.0,8.0,1.0,151.0,53,53.0,0.0,21.57,255.0,59.21,0.0,1.0,0.0,15.1,0,10,36.626,1999-2000,1999,2000,1,10,9,366,280,10.0,Mar-27,28,4.59,36.6,0,0,1.00,0.22,0.77,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MW Douglas (NZ),1994-1995,1994.0,1995.0,2.0,6.0,6.0,0.0,55.0,30,30.0,0.0,9.16,123.0,44.71,0.0,0.0,1.0,9.17,0,0,23.38,1994-1995,1994,1995,1,6,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MW Gatting (ENG),1977-1993,1977.0,1993.0,17.0,92.0,88.0,17.0,2095.0,115*,115.0,1.0,29.5,2968.0,70.58,1.0,9.0,4.0,22.77,1.09,9.78,45.932,1977-1993,1977,1993,16,92,14,392,336,10.0,Mar-32,33.6,5.14,39.2,0,0,0.11,0.19,0.13,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MW Goodwin (ZIM),1998-2000,1998.0,2000.0,3.0,71.0,70.0,3.0,1818.0,112*,112.0,1.0,27.13,2654.0,68.5,2.0,8.0,1.0,25.61,2.82,11.27,43.678,1998-2000,1998,2000,2,71,15,248,210,4.0,01-Dec,52.5,5.08,62,0,0,0.06,0.20,0.10,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MW Machan (SCOT),2013-2016,2013.0,2016.0,4.0,23.0,22.0,0.0,734.0,114,114.0,0.0,33.36,952.0,77.1,1.0,3.0,1.0,31.91,4.35,13.04,50.856,2013-2016,2013,2016,3,23,16,402,384,9.0,Mar-31,42.66,5.73,44.6,0,0,0.39,0.17,0.33,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MW Priest (NZ),1990-1998,1990.0,1998.0,9.0,18.0,14.0,4.0,103.0,24,24.0,0.0,10.3,225.0,45.77,0.0,0.0,2.0,5.72,0,0,24.488,1990-1998,1990,1998,8,18,17,752,590,8.0,Feb-27,73.75,4.7,94,0,0,0.44,0.21,0.37,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MW Pringle (SA),1992-1994,1992.0,1994.0,3.0,17.0,8.0,3.0,48.0,13*,13.0,1.0,9.6,56.0,85.71,0.0,0.0,1.0,2.82,0,0,40.044,1992-1994,1992,1994,2,17,17,870,604,22.0,04-Nov,27.45,4.16,39.5,1,0,1.29,0.24,0.98,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MW Rushmere (SA),1992-1992,1992.0,1992.0,1.0,4.0,4.0,0.0,78.0,35,35.0,0.0,19.5,174.0,44.82,0.0,0.0,0.0,19.5,0,0,29.628,1992-1992,1992,1992,0,4,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MWA van Nierop (NL),2006-2006,2006.0,2006.0,1.0,2.0,2.0,1.0,35.0,31*,31.0,1.0,35,49.0,71.42,0.0,0.0,0.0,17.5,0,0,49.568,2006-2006,2006,2006,0,2,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MZ Zahir (CAN),2009-2009,2009.0,2009.0,1.0,1.0,1.0,1.0,3.0,3*,3.0,1.0,-,13.0,23.07,0.0,0.0,0.0,3,0,0,#VALUE!,2009-2009,2009,2009,0,1,1,30,35,2.0,Feb-35,17.5,7,15,0,0,2.00,0.14,1.44,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Mafizur Rahman (BDESH),1997-1997,1997.0,1997.0,1.0,4.0,4.0,1.0,53.0,16,16.0,0.0,17.66,104.0,50.96,0.0,0.0,0.0,13.25,0,0,30.98,1997-1997,1997,1997,0,4,4,66,73,0.0,-,-,6.63,-,0,0,0.00,0.15,0.05,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Mahbubul Alam (BDESH),2009-2009,2009.0,2009.0,1.0,5.0,2.0,0.0,81.0,59,59.0,0.0,40.5,71.0,114.08,0.0,1.0,0.0,16.2,0,20,69.932,2009-2009,2009,2009,0,5,5,222,280,7.0,Feb-42,40,7.56,31.7,0,0,1.40,0.13,1.02,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Mahbubur Rahman (BDESH),1999-1999,1999.0,1999.0,1.0,1.0,1.0,0.0,3.0,3,3.0,0.0,3,8.0,37.5,0.0,0.0,0.0,3,0,0,16.8,1999-1999,1999,1999,0,1,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
Mahmood Hamid (PAK),1995-1995,1995.0,1995.0,1.0,1.0,1.0,0.0,1.0,1,1.0,0.0,1,6.0,16.66,0.0,0.0,0.0,1,0,0,7.264,1995-1995,1995,1995,0,1,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
Mahmudullah (BDESH),2007-2019,2007.0,2019.0,13.0,185.0,160.0,42.0,3994.0,128*,128.0,1.0,33.84,5222.0,76.48,3.0,21.0,8.0,21.59,1.62,11.35,50.896,2007-2019,2007,2019,12,185,134,4090,3527,76.0,03-Apr,46.4,5.17,53.8,0,0,0.41,0.19,0.35,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
