Player,Span,Start_Year,End_Year,Career_Lenght,Mat,Inns,NO,Runs,HS,HS_Numeric,HS_NotOut,Ave,BF,SR,100,50,0,4s,6s, Runs_Per_Match ,Century_Rate,Fifty_Rate,Consistency_Score
Imran Anwar (BAH),2019-2019,2019,2019,0,4,2,1,23,16*,16,1,23,22,104.54,0,0,0,2,0, 5.75 ,0.00,0.00,55.62
RK Inampud (Mex),2019-2019,2019,2019,0,3,3,2,23,17*,17,1,23,28,82.14,0,0,0,0,1, 7.67 ,0.00,0.00,46.66
B Kumar (INDIA),2012-2019,2012,2019,7,43,9,5,23,9,9,0,5.75,29,79.31,0,0,1,0,0, 0.53 ,0.00,0.00,35.17
S Lamichhane (ICC/NEPAL),2018-2019,2018,2019,1,18,8,4,23,9,9,0,5.75,29,79.31,0,0,1,1,0, 1.28 ,0.00,0.00,35.17
N Master (Botsw),2019-2019,2019,2019,0,2,2,0,23,21,21,0,11.5,18,127.77,0,0,0,4,0, 11.50 ,0.00,0.00,58.01
T Panyangara (ZIM),2013-2016,2013,2016,3,14,5,4,23,17*,17,1,23,17,135.29,0,0,0,1,2, 1.64 ,0.00,0.00,67.92
VM Sachdev (PNM),2019-2019,2019,2019,0,2,2,1,23,12*,12,1,23,31,74.19,0,0,0,2,0, 11.50 ,0.00,0.00,43.48
Shafiul Islam (BDESH),2010-2019,2010,2019,9,17,6,1,23,16,16,0,4.6,33,69.69,0,0,1,1,1, 1.35 ,0.00,0.00,30.64
S Sohal (USA),2019-2019,2019,2019,0,3,2,0,23,18,18,0,11.5,29,79.31,0,0,0,1,1, 7.67 ,0.00,0.00,38.62
A Zampa (AUS),2016-2019,2016,2019,3,27,6,4,23,9,9,0,11.5,26,88.46,0,0,0,2,0, 0.85 ,0.00,0.00,42.28
Zulqarnain Haider (PAK),2007-2010,2007,2010,3,3,3,0,23,17,17,0,7.66,30,76.66,0,0,0,1,0, 7.67 ,0.00,0.00,35.26
Abdur Rehman (PAK),2007-2013,2007,2013,6,8,5,3,22,7*,7,1,11,29,75.86,0,0,0,0,0, 2.75 ,0.00,0.00,36.94
DNA Ankrah (Ghana),2019-2019,2019,2019,0,4,3,0,22,12,12,0,7.33,43,51.16,0,0,0,2,0, 5.50 ,0.00,0.00,24.86
SE Aquilina (MALTA),2019-2019,2019,2019,0,4,4,0,22,14,14,0,5.5,30,73.33,0,0,0,2,0, 5.50 ,0.00,0.00,32.63
Z Arinaitwe (UGA),2019-2019,2019,2019,0,3,3,0,22,15,15,0,7.33,26,84.61,0,0,0,3,1, 7.33 ,0.00,0.00,38.24
TA Boult (NZ),2013-2019,2013,2019,6,27,8,3,22,8,8,0,4.4,32,68.75,0,0,1,1,0, 0.81 ,0.00,0.00,30.14
PC de Silva (SL),2017-2017,2017,2017,0,2,2,0,22,21,21,0,11,22,100,0,0,0,1,0, 11.00 ,0.00,0.00,46.60
AB Dinda (INDIA),2009-2012,2009,2012,3,9,2,1,22,19,19,0,22,24,91.66,0,0,0,1,0, 2.44 ,0.00,0.00,49.86
PJ Ingram (NZ),2010-2010,2010,2010,0,3,3,1,22,20*,20,1,11,35,62.85,0,0,1,3,0, 7.33 ,0.00,0.00,31.74
M Morkel (SA/World),2007-2017,2007,2017,10,44,8,5,22,8*,8,1,7.33,18,122.22,0,0,0,3,1, 0.50 ,0.00,0.00,53.29
AK Muslar (Blz),2019-2019,2019,2019,0,3,3,0,22,13,13,0,7.33,27,81.48,0,0,1,1,2, 7.33 ,0.00,0.00,36.99
DP Nannes (AUS/NL),2009-2010,2009,2010,1,17,5,3,22,12*,12,1,11,18,122.22,0,0,0,1,1, 1.29 ,0.00,0.00,55.49
FL Reifer (WI),2009-2009,2009,2009,0,1,1,0,22,22,22,0,22,20,110,0,0,0,2,1, 22.00 ,0.00,0.00,57.20
Umair Ali (UAE),2015-2015,2015,2015,0,3,3,2,22,13,13,0,22,18,122.22,0,0,0,2,1, 7.33 ,0.00,0.00,62.09
Abdullah Akbarjan (Aut),2019-2019,2019,2019,0,5,1,0,21,21,21,0,21,17,123.52,0,0,0,3,0, 4.20 ,0.00,0.00,62.01
Anas Khan (HKG),2014-2014,2014,2014,0,1,1,1,21,21*,21,1,-,28,75,0,0,0,2,0, 21.00 ,0.00,0.00,#VALUE!
SE Bond (NZ),2005-2010,2005,2010,5,20,8,3,21,8*,8,1,4.2,21,100,0,0,2,2,0, 1.05 ,0.00,0.00,42.52
BB Chari (ZIM),2019-2019,2019,2019,0,3,3,0,21,19,19,0,7,31,67.74,0,0,1,4,0, 7.00 ,0.00,0.00,31.30
MR Gillespie (NZ),2006-2008,2006,2008,2,11,6,4,21,7,7,0,10.5,29,72.41,0,0,0,0,0, 1.91 ,0.00,0.00,35.26
L Gregory (ENG),2019-2019,2019,2019,0,5,3,0,21,15,15,0,7,19,110.52,0,0,1,0,2, 4.20 ,0.00,0.00,48.41
Imam-ul-Haq (PAK),2019-2019,2019,2019,0,2,2,0,21,14,14,0,10.5,25,84,0,0,0,2,0, 10.50 ,0.00,0.00,39.90
Kamran Shazad (UAE),2014-2014,2014,2014,0,3,2,0,21,21,21,0,10.5,17,123.52,0,0,1,1,2, 7.00 ,0.00,0.00,55.71
Karweng NG (PHI),2019-2019,2019,2019,0,4,3,0,21,14,14,0,7,30,70,0,0,0,0,1, 5.25 ,0.00,0.00,32.20
LD Madushanka (SL),2019-2019,2019,2019,0,2,2,0,21,20,20,0,10.5,26,80.76,0,0,0,1,0, 10.50 ,0.00,0.00,38.60
C Mahoney (Peru),2019-2019,2019,2019,0,3,1,0,21,21,21,0,21,27,77.77,0,0,0,1,0, 7.00 ,0.00,0.00,43.71
AF Milne (NZ),2010-2018,2010,2018,8,21,8,8,21,10*,10,1,-,23,91.3,0,0,0,1,0, 1.00 ,0.00,0.00,#VALUE!
Mohammad Sami (PAK),2010-2016,2010,2016,6,13,4,3,21,8,8,0,21,30,70,0,0,0,2,0, 1.62 ,0.00,0.00,40.60
S Murari (CRC),2019-2019,2019,2019,0,3,3,1,21,16,16,0,10.5,20,105,0,0,0,2,0, 7.00 ,0.00,0.00,48.30
Rony Talukdar (BDESH),2015-2015,2015,2015,0,1,1,0,21,21,21,0,21,22,95.45,0,0,0,0,1, 21.00 ,0.00,0.00,50.78
Shoaib Akhtar (PAK),2006-2010,2006,2010,4,15,6,3,21,8*,8,1,7,16,131.25,0,0,1,2,1, 1.40 ,0.00,0.00,56.70
SJS Smith (SCOT),2010-2012,2010,2012,2,5,4,1,21,9,9,0,7,40,52.5,0,0,1,1,0, 4.20 ,0.00,0.00,25.20
SF Tiai (Samoa),2019-2019,2019,2019,0,4,3,0,21,11,11,0,7,22,95.45,0,0,1,2,0, 5.25 ,0.00,0.00,42.38
E Ul Haq (NOR),2019-2019,2019,2019,0,5,5,0,21,10,10,0,4.2,36,58.33,0,0,0,2,0, 4.20 ,0.00,0.00,25.85
Ainool Haqqiem (MAL),2019-2019,2019,2019,0,4,2,1,20,12,12,0,20,20,100,0,0,0,1,0, 5.00 ,0.00,0.00,52.00
RL Bhudia (KENYA),2007-2007,2007,2007,0,3,3,1,20,11*,11,1,10,20,100,0,0,1,0,2, 6.67 ,0.00,0.00,46.00
KK Flowers (Blz),2019-2019,2019,2019,0,3,3,1,20,17,17,0,10,33,60.6,0,0,1,3,0, 6.67 ,0.00,0.00,30.24
Z Groenewald (NAM),2019-2019,2019,2019,0,10,4,1,20,13,13,0,6.66,35,57.14,0,0,0,0,0, 2.00 ,0.00,0.00,26.85
DL Hemp (BMUDA),2008-2008,2008,2008,0,2,2,0,20,20,20,0,10,32,62.5,0,0,1,2,1, 10.00 ,0.00,0.00,31.00
Kuldeep Yadav (INDIA),2017-2019,2017,2019,2,19,2,1,20,16,16,0,20,20,100,0,0,0,2,0, 1.05 ,0.00,0.00,52.00
MJ North (AUS),2009-2009,2009,2009,0,1,1,0,20,20,20,0,20,21,95.23,0,0,0,1,0, 20.00 ,0.00,0.00,50.09
N Pokana (PNG),2016-2019,2016,2019,3,19,7,5,20,8*,8,1,10,28,71.42,0,0,0,0,0, 1.05 ,0.00,0.00,34.57
JRMVB Sanjaya (SL),2017-2017,2017,2017,0,8,5,2,20,6,6,0,6.66,18,111.11,0,0,0,3,0, 2.50 ,0.00,0.00,48.44
JOP Scamans (Fin),2019-2019,2019,2019,0,2,2,1,20,12*,12,1,20,19,105.26,0,0,0,1,0, 10.00 ,0.00,0.00,54.10
S Sreesanth (INDIA),2006-2008,2006,2008,2,10,3,2,20,19*,19,1,20,14,142.85,0,0,1,4,0, 2.00 ,0.00,0.00,69.14
A Uniyal (Chile),2019-2019,2019,2019,0,3,3,1,20,16*,16,1,10,24,83.33,0,0,0,2,0, 6.67 ,0.00,0.00,39.33
C Waiswa (UGA),2019-2019,2019,2019,0,4,2,1,20,14*,14,1,20,14,142.85,0,0,0,1,1, 5.00 ,0.00,0.00,69.14
Aziz Mohammad (Belg),2019-2019,2019,2019,0,3,3,1,19,19,19,0,9.5,25,76,0,0,1,0,2, 6.33 ,0.00,0.00,36.10
Bilal Ahmed (Serb),2019-2019,2019,2019,0,1,1,0,19,19,19,0,19,28,67.85,0,0,0,1,1, 19.00 ,0.00,0.00,38.54
CJ Dala (SA),2018-2019,2018,2019,1,9,4,3,19,12*,12,1,19,28,67.85,0,0,0,1,0, 2.11 ,0.00,0.00,38.54
Fahad Tariq (UAE),2016-2016,2016,2016,0,6,5,1,19,16,16,0,4.75,24,79.16,0,0,2,1,1, 3.17 ,0.00,0.00,34.51
Ibrahim Hassan (Mald),2019-2019,2019,2019,0,11,7,2,19,12*,12,1,3.8,41,46.34,0,0,3,0,0, 1.73 ,0.00,0.00,20.82
Imran Haider (ROM),2019-2019,2019,2019,0,2,2,0,19,15,15,0,9.5,26,73.07,0,0,0,2,1, 9.50 ,0.00,0.00,34.93
Imran Tahir (SA/World),2013-2019,2013,2019,6,38,4,3,19,9*,9,1,19,18,105.55,0,0,0,1,1, 0.50 ,0.00,0.00,53.62
Irfan Mir (Chile),2019-2019,2019,2019,0,4,3,2,19,18*,18,1,19,7,271.42,0,0,1,0,2, 4.75 ,0.00,0.00,119.97
Jaspreet Singh (ITA),2019-2019,2019,2019,0,5,2,0,19,11,11,0,9.5,23,82.6,0,0,0,1,0, 3.80 ,0.00,0.00,38.74
Junaid Sheikh (NOR),2019-2019,2019,2019,0,5,3,0,19,9,9,0,6.33,20,95,0,0,0,1,1, 3.80 ,0.00,0.00,41.80
HGJM Kulatunga (SL),2008-2008,2008,2008,0,2,2,0,19,11,11,0,9.5,38,50,0,0,0,0,0, 9.50 ,0.00,0.00,25.70
CJ McKay (AUS),2010-2013,2010,2013,3,6,4,2,19,7,7,0,9.5,22,86.36,0,0,1,1,1, 3.17 ,0.00,0.00,40.24
Mohammad Ahsan (KUW),2019-2019,2019,2019,0,6,3,0,19,8,8,0,6.33,20,95,0,0,0,0,1, 3.17 ,0.00,0.00,41.80
Muktar Ali (BDESH),2016-2016,2016,2016,0,1,1,1,19,19*,19,1,-,15,126.66,0,0,0,1,1, 19.00 ,0.00,0.00,#VALUE!
SN Netravalkar (USA),2019-2019,2019,2019,0,8,2,1,19,12,12,0,19,15,126.66,0,0,0,1,1, 2.38 ,0.00,0.00,62.06
HM Nicholls (NZ),2016-2019,2016,2019,3,5,4,0,19,7,7,0,4.75,28,67.85,0,0,0,2,0, 3.80 ,0.00,0.00,29.99
AE Paraam (SGP),2019-2019,2019,2019,0,3,2,1,19,10,10,0,19,10,190,0,0,0,2,1, 6.33 ,0.00,0.00,87.40
AM Phangiso (SA),2012-2018,2012,2018,6,16,3,0,19,13,13,0,6.33,29,65.51,0,0,0,1,0, 1.19 ,0.00,0.00,30.00
RLB Rambukwella (SL),2013-2016,2013,2016,3,2,1,0,19,19,19,0,19,16,118.75,0,0,0,1,1, 9.50 ,0.00,0.00,58.90
SV Samson (INDIA),2015-2015,2015,2015,0,1,1,0,19,19,19,0,19,24,79.16,0,0,0,1,0, 19.00 ,0.00,0.00,43.06
L Shafeeg (Mald),2019-2019,2019,2019,0,3,1,1,19,19*,19,1,-,11,172.72,0,0,0,2,1, 6.33 ,0.00,0.00,#VALUE!
Sufyan Mehmood (OMAN),2015-2019,2015,2019,4,3,2,1,19,13*,13,1,19,41,46.34,0,0,0,2,0, 6.33 ,0.00,0.00,29.94
KOK Williams (WI),2016-2019,2016,2019,3,24,7,4,19,13*,13,1,6.33,17,111.76,0,0,1,1,1, 0.79 ,0.00,0.00,48.50
N Yordanov (),2019-2019,2019,2019,0,2,2,1,19,19*,19,1,19,11,172.72,0,0,1,0,2, 9.50 ,0.00,0.00,80.49
JD Baker (Samoa),2019-2019,2019,2019,0,4,3,3,18,11*,11,1,-,14,128.57,0,0,0,3,0, 4.50 ,0.00,0.00,#VALUE!
V Baskaran (SGP),2019-2019,2019,2019,0,12,5,3,18,14*,14,1,9,23,78.26,0,0,1,0,0, 1.50 ,0.00,0.00,36.70
Bilal Khan (OMAN),2015-2019,2015,2019,4,32,10,7,18,6*,6,1,6,28,64.28,0,0,2,1,0, 0.56 ,0.00,0.00,29.31
LA Collado (GIBR),2019-2019,2019,2019,0,4,3,2,18,8,8,0,18,34,52.94,0,0,0,0,0, 4.50 ,0.00,0.00,31.98
LHD Dilhara (SL),2008-2008,2008,2008,0,2,1,1,18,18*,18,1,-,9,200,0,0,0,0,1, 9.00 ,0.00,0.00,#VALUE!
XJ Doherty (AUS),2012-2013,2012,2013,1,11,4,3,18,9*,9,1,18,17,105.88,0,0,0,1,0, 1.64 ,0.00,0.00,53.15
BE Hendricks (SA),2014-2019,2014,2019,5,11,3,1,18,12*,12,1,9,21,85.71,0,0,0,0,1, 1.64 ,0.00,0.00,39.68
Khurram Chohan (CAN),2010-2010,2010,2010,0,4,4,2,18,8,8,0,9,14,128.57,0,0,0,1,1, 4.50 ,0.00,0.00,56.83
JB Little (IRE),2016-2019,2016,2019,3,11,6,2,18,7,7,0,4.5,16,112.5,0,0,2,3,0, 1.64 ,0.00,0.00,47.70
AK Markram (SA),2019-2019,2019,2019,0,2,2,0,18,15,15,0,9,17,105.88,0,0,0,1,1, 9.00 ,0.00,0.00,47.75
SW Masakadza (ZIM),2010-2013,2010,2013,3,7,5,1,18,9,9,0,4.5,24,75,0,0,1,1,0, 2.57 ,0.00,0.00,32.70
Nauman Anwar (PAK),2015-2015,2015,2015,0,1,1,0,18,18,18,0,18,10,180,0,0,0,2,1, 18.00 ,0.00,0.00,82.80
Naved-ul-Hasan (PAK),2006-2010,2006,2010,4,4,2,1,18,17*,17,1,18,16,112.5,0,0,0,0,2, 4.50 ,0.00,0.00,55.80
Nazmul Islam (BDESH),2018-2018,2018,2018,0,13,4,3,18,7,7,0,18,17,105.88,0,0,0,2,0, 1.38 ,0.00,0.00,53.15
D Nikolov (),2019-2019,2019,2019,0,3,2,0,18,13,13,0,9,33,54.54,0,0,0,2,0, 6.00 ,0.00,0.00,27.22
Raza Hasan (PAK),2012-2014,2012,2014,2,10,4,4,18,13*,13,1,-,25,72,0,0,0,2,0, 1.80 ,0.00,0.00,#VALUE!
PADLR Sandakan (SL),2017-2019,2017,2019,2,14,4,2,18,10,10,0,9,24,75,0,0,0,2,0, 1.29 ,0.00,0.00,35.40
S Snater (NL),2018-2019,2018,2019,1,13,6,1,18,10,10,0,3.6,16,112.5,0,0,2,0,1, 1.38 ,0.00,0.00,47.16
S Thuraisingam (CAN),2008-2008,2008,2008,0,3,2,1,18,15,15,0,18,24,75,0,0,0,1,0, 6.00 ,0.00,0.00,40.80
JW Wilson (NZ),2005-2005,2005,2005,0,1,1,0,18,18,18,0,18,14,128.57,0,0,0,2,0, 18.00 ,0.00,0.00,62.23
HN Ya France (NAM),2019-2019,2019,2019,0,6,3,0,18,13,13,0,6,20,90,0,0,1,1,1, 3.00 ,0.00,0.00,39.60
TL Best (WI),2013-2014,2013,2014,1,6,1,1,17,17*,17,1,-,9,188.88,0,0,0,0,2, 2.83 ,0.00,0.00,#VALUE!
D Bishoo (WI),2011-2019,2011,2019,8,7,4,2,17,8,8,0,8.5,29,58.62,0,0,1,2,0, 2.43 ,0.00,0.00,28.55
TA Blundell (NZ),2017-2018,2017,2018,1,3,2,1,17,14,14,0,17,21,80.95,0,0,0,0,0, 5.67 ,0.00,0.00,42.58
LA Dawson (ENG),2016-2018,2016,2018,2,6,2,1,17,10,10,0,17,8,212.5,0,0,0,2,1, 2.83 ,0.00,0.00,95.20
RR Emrit (WI),2018-2018,2018,2018,0,4,3,0,17,11,11,0,5.66,27,62.96,0,0,0,0,1, 4.25 ,0.00,0.00,28.58
D Gim (NGA),2019-2019,2019,2019,0,6,4,2,17,9*,9,1,8.5,32,53.12,0,0,1,0,0, 2.83 ,0.00,0.00,26.35
S Kizilkaya (TKY),2019-2019,2019,2019,0,4,4,0,17,8,8,0,4.25,28,60.71,0,0,1,3,0, 4.25 ,0.00,0.00,26.83
L Louwrens (NAM),2019-2019,2019,2019,0,1,1,1,17,17*,17,1,-,15,113.33,0,0,0,1,1, 17.00 ,0.00,0.00,#VALUE!
JH Mensah (Ghana),2019-2019,2019,2019,0,2,2,0,17,16,16,0,8.5,10,170,0,0,0,1,1, 8.50 ,0.00,0.00,73.10
LN Onyango (KENYA),2007-2010,2007,2010,3,5,4,2,17,5,5,0,8.5,21,80.95,0,0,0,0,0, 3.40 ,0.00,0.00,37.48
TK Patel (USA),2019-2019,2019,2019,0,7,3,3,17,14*,14,1,-,18,94.44,0,0,0,1,0, 2.43 ,0.00,0.00,#VALUE!
K Pierre (WI),2018-2019,2018,2019,1,8,4,2,17,9*,9,1,8.5,23,73.91,0,0,0,2,0, 2.13 ,0.00,0.00,34.66
Rubel Hossain (BDESH),2009-2018,2009,2018,9,27,14,9,17,8*,8,1,3.4,30,56.66,0,0,4,1,0, 0.63 ,0.00,0.00,24.70
GR Russ (PHI),2019-2019,2019,2019,0,3,2,1,17,10,10,0,17,29,58.62,0,0,0,0,0, 5.67 ,0.00,0.00,33.65
SE Rutherford (WI),2018-2019,2018,2019,1,3,3,0,17,9,9,0,5.66,23,73.91,0,0,0,1,0, 5.67 ,0.00,0.00,32.96
Shafraz Jaleel (Mald),2019-2019,2019,2019,0,4,3,0,17,17,17,0,5.66,14,121.42,0,0,2,1,1, 4.25 ,0.00,0.00,51.96
JR Singleton (),2019-2019,2019,2019,0,3,3,0,17,7,7,0,5.66,26,65.38,0,0,0,3,0, 5.67 ,0.00,0.00,29.55
T Singye (BHU),2019-2019,2019,2019,0,2,2,0,17,11,11,0,8.5,25,68,0,0,0,2,0, 8.50 ,0.00,0.00,32.30
OR Willis (Caym),2019-2019,2019,2019,0,3,3,0,17,15,15,0,5.66,32,53.12,0,0,0,0,1, 5.67 ,0.00,0.00,24.64
Zain ul Tashnam (CRC),2019-2019,2019,2019,0,3,2,1,17,11,11,0,17,26,65.38,0,0,0,1,0, 5.67 ,0.00,0.00,36.35
IKO Aboagye (Ghana),2019-2019,2019,2019,0,4,4,0,16,7,7,0,4,37,43.24,0,0,1,0,0, 4.00 ,0.00,0.00,19.70
A Ahmadhel (),2019-2019,2019,2019,0,3,2,0,16,15,15,0,8,16,100,0,0,0,2,0, 5.33 ,0.00,0.00,44.80
P Arrighi (Arg),2019-2019,2019,2019,0,5,4,0,16,11,11,0,4,46,34.78,0,0,1,0,0, 3.20 ,0.00,0.00,16.31
J Barker (LUX),2019-2019,2019,2019,0,4,2,0,16,16,16,0,8,16,100,0,0,1,3,0, 4.00 ,0.00,0.00,44.80
KK Bishnoi (),2019-2019,2019,2019,0,3,2,1,16,14,14,0,16,18,88.88,0,0,0,1,0, 5.33 ,0.00,0.00,45.15
M Chauhan (Fin),2019-2019,2019,2019,0,2,2,0,16,15,15,0,8,8,200,0,0,0,0,2, 8.00 ,0.00,0.00,84.80
U Dorji (BHU),2019-2019,2019,2019,0,2,2,0,16,8,8,0,8,17,94.11,0,0,0,2,0, 8.00 ,0.00,0.00,42.44
CJ Ferguson (AUS),2009-2009,2009,2009,0,3,3,0,16,8,8,0,5.33,19,84.21,0,0,1,1,0, 5.33 ,0.00,0.00,36.88
LF Goncalves (),2019-2019,2019,2019,0,3,2,0,16,13,13,0,8,21,76.19,0,0,0,1,0, 5.33 ,0.00,0.00,35.28
EH Hutchinson (USA),2019-2019,2019,2019,0,2,1,0,16,16,16,0,16,8,200,0,0,0,3,0, 8.00 ,0.00,0.00,89.60
LS Livingstone (ENG),2017-2017,2017,2017,0,2,2,0,16,16,16,0,8,19,84.21,0,0,1,1,0, 8.00 ,0.00,0.00,38.48
Mehrab Hossain jnr (BDESH),2008-2009,2008,2009,1,2,2,1,16,10,10,0,16,25,64,0,0,0,1,0, 8.00 ,0.00,0.00,35.20
K Modise (Botsw),2019-2019,2019,2019,0,3,3,0,16,10,10,0,5.33,16,100,0,0,1,2,1, 5.33 ,0.00,0.00,43.20
Najmul Hossain Shanto (BDESH),2019-2019,2019,2019,0,2,2,0,16,11,11,0,8,17,94.11,0,0,0,1,0, 8.00 ,0.00,0.00,42.44
F Nsubuga (UGA),2019-2019,2019,2019,0,3,3,1,16,9,9,0,8,15,106.66,0,0,0,0,2, 5.33 ,0.00,0.00,47.46
JB Reva (PNG),2015-2019,2015,2019,4,9,4,0,16,7,7,0,4,22,72.72,0,0,0,1,1, 1.78 ,0.00,0.00,31.49
BJ Rohrer (AUS),2013-2013,2013,2013,0,1,1,0,16,16,16,0,16,14,114.28,0,0,0,0,1, 16.00 ,0.00,0.00,55.31
EHSN Silva (UAE),2014-2014,2014,2014,0,2,2,1,16,13*,13,1,16,22,72.72,0,0,0,1,0, 8.00 ,0.00,0.00,38.69
DW Steyn (SA),2007-2019,2007,2019,12,44,10,5,16,5,5,0,3.2,23,69.56,0,0,1,1,0, 0.36 ,0.00,0.00,29.74
Aamer Yamin (PAK),2015-2018,2015,2018,3,2,1,1,15,15*,15,1,-,6,250,0,0,0,1,1, 7.50 ,0.00,0.00,#VALUE!
AB Agarkar (INDIA),2006-2007,2006,2007,1,4,2,0,15,14,14,0,7.5,11,136.36,0,0,0,2,0, 3.75 ,0.00,0.00,59.04
Anowarul Islam (THAI),2019-2019,2019,2019,0,4,4,0,15,9,9,0,3.75,20,75,0,0,1,1,1, 3.75 ,0.00,0.00,32.25
NW Bracken (AUS),2006-2009,2006,2009,3,19,6,3,15,4*,4,1,5,22,68.18,0,0,1,1,0, 0.79 ,0.00,0.00,30.27
TL Chatara (ZIM),2010-2019,2010,2019,9,21,3,0,15,8,8,0,5,18,83.33,0,0,1,1,0, 0.71 ,0.00,0.00,36.33
K Christie (HKG),2019-2019,2019,2019,0,11,4,2,15,11*,11,1,7.5,20,75,0,0,0,0,0, 1.36 ,0.00,0.00,34.50
GL Cloete (SA),2018-2019,2018,2019,1,2,2,0,15,13,13,0,7.5,15,100,0,0,0,2,0, 7.50 ,0.00,0.00,44.50
SS Cottrell (WI),2014-2019,2014,2019,5,22,7,4,15,4*,4,1,5,22,68.18,0,0,1,2,0, 0.68 ,0.00,0.00,30.27
N Dutta (CAN),2019-2019,2019,2019,0,11,3,2,15,12,12,0,15,13,115.38,0,0,0,1,0, 1.36 ,0.00,0.00,55.15
KR Ebanks (Caym),2019-2019,2019,2019,0,5,4,0,15,8,8,0,3.75,27,55.55,0,0,1,1,0, 3.00 ,0.00,0.00,24.47
J Hill (PHI),2019-2019,2019,2019,0,4,3,0,15,6,6,0,5,20,75,0,0,0,3,0, 3.75 ,0.00,0.00,33.00
E Katchay (CAN),2008-2008,2008,2008,0,4,3,2,15,8*,8,1,15,25,60,0,0,1,0,0, 3.75 ,0.00,0.00,33.00
AC Kose (TKY),2019-2019,2019,2019,0,4,4,0,15,15,15,0,3.75,33,45.45,0,0,3,3,0, 3.75 ,0.00,0.00,20.43
Nasrulla Rana (HKG),2019-2019,2019,2019,0,8,4,2,15,7,7,0,7.5,24,62.5,0,0,1,0,0, 1.88 ,0.00,0.00,29.50
RN Patel (KENYA),2019-2019,2019,2019,0,2,2,1,15,15*,15,1,15,25,60,0,0,1,1,0, 7.50 ,0.00,0.00,33.00
LA Pomersbach (AUS),2007-2007,2007,2007,0,1,1,0,15,15,15,0,15,7,214.28,0,0,0,1,1, 15.00 ,0.00,0.00,94.71
RW Price (ZIM),2008-2012,2008,2012,4,16,9,4,15,7*,7,1,3,28,53.57,0,0,1,1,0, 0.94 ,0.00,0.00,23.23
Shabir Noori (AFG),2012-2012,2012,2012,0,1,1,0,15,15,15,0,15,18,83.33,0,0,0,1,0, 15.00 ,0.00,0.00,42.33
J Smits (NL),2008-2009,2008,2009,1,6,2,1,15,11*,11,1,15,27,55.55,0,0,0,0,0, 2.50 ,0.00,0.00,31.22
AO Suji (KENYA),2007-2010,2007,2010,3,8,5,2,15,7,7,0,5,29,51.72,0,0,0,0,0, 1.88 ,0.00,0.00,23.69
MK Tiwary (INDIA),2011-2012,2011,2012,1,3,1,0,15,15,15,0,15,17,88.23,0,0,0,0,0, 5.00 ,0.00,0.00,44.29
Usama Master (MWI),2019-2019,2019,2019,0,6,2,0,15,15,15,0,7.5,13,115.38,0,0,1,1,0, 2.50 ,0.00,0.00,50.65
JDF Vandersay (SL),2015-2019,2015,2019,4,10,7,6,15,8*,8,1,15,17,88.23,0,0,0,2,0, 1.50 ,0.00,0.00,44.29
VB van Jaarsveld (SA),2009-2009,2009,2009,0,3,3,0,15,12,12,0,5,23,65.21,0,0,1,0,0, 5.00 ,0.00,0.00,29.08
Vikramjit Singh (NL),2019-2019,2019,2019,0,1,1,0,15,15,15,0,15,13,115.38,0,0,0,1,0, 15.00 ,0.00,0.00,55.15
Abul Hasan (BDESH),2012-2018,2012,2018,6,5,2,0,14,9,9,0,7,11,127.27,0,0,0,2,0, 2.80 ,0.00,0.00,55.11
CM Akachukwu (NGA),2019-2019,2019,2019,0,8,5,3,14,8,8,0,7,15,93.33,0,0,0,0,1, 1.75 ,0.00,0.00,41.53
Aminul Islam (BDESH),2019-2019,2019,2019,0,4,3,2,14,9,9,0,14,14,100,0,0,0,2,0, 3.50 ,0.00,0.00,48.40
Aqib Iqbal (Aut),2019-2019,2019,2019,0,5,1,0,14,14,14,0,14,6,233.33,0,0,0,0,1, 2.80 ,0.00,0.00,101.73
SG Borthwick (ENG),2011-2011,2011,2011,0,1,1,0,14,14,14,0,14,16,87.5,0,0,0,2,0, 14.00 ,0.00,0.00,43.40
G Dutta (Mex),2019-2019,2019,2019,0,7,6,0,14,8,8,0,2.33,28,50,0,0,3,1,0, 2.00 ,0.00,0.00,21.40
ST Finn (ENG),2011-2015,2011,2015,4,21,3,3,14,8*,8,1,-,19,73.68,0,0,0,1,0, 0.67 ,0.00,0.00,#VALUE!
Ibrahim Zadran (AFG),2019-2019,2019,2019,0,3,3,0,14,11,11,0,4.66,26,53.84,0,0,0,0,1, 4.67 ,0.00,0.00,24.33
P Jayeshbhai Patel (PNM),2019-2019,2019,2019,0,2,2,1,14,8*,8,1,14,11,127.27,0,0,0,0,0, 7.00 ,0.00,0.00,59.31
T Langa (VAN),2019-2019,2019,2019,0,1,1,0,14,14,14,0,14,9,155.55,0,0,0,2,0, 14.00 ,0.00,0.00,70.62
JAH Marshall (NZ),2005-2008,2005,2008,3,3,2,0,14,13,13,0,7,15,93.33,0,0,0,2,0, 4.67 ,0.00,0.00,41.53
JWN Moses (Botsw),2019-2019,2019,2019,0,3,3,0,14,9,9,0,4.66,20,70,0,0,0,0,1, 4.67 ,0.00,0.00,30.80
N Nankov (),2019-2019,2019,2019,0,3,2,1,14,14,14,0,14,20,70,0,0,0,1,0, 4.67 ,0.00,0.00,36.40
AN Petersen (SA),2010-2010,2010,2010,0,2,2,0,14,8,8,0,7,19,73.68,0,0,0,1,0, 7.00 ,0.00,0.00,33.67
